,release_date,tmdb_id,name,countries,box_office_revenue,genres,composers
6810,1942,60488.0,Arabian Nights,['United States of America'],3453416.0,"['Adventure', 'Costume drama', 'Epic', 'Action/Adventure', 'Fantasy', 'Drama', 'Romantic drama', 'Romance Film', 'Action']","[Composer(id=30104, name='Frank Skinner', birthday='1897-12-31', gender=2, homepage=None, place_of_birth='Meredosia, Illinois, USA', date_first_appearance='1938-06-03')]"
6811,1978,16642.0,Days of Heaven,['United States of America'],3446749.0,"['Crime Fiction', 'Period piece', 'Drama', 'Romantic drama', 'Romance Film', 'New Hollywood']","[Composer(id=1259, name='Ennio Morricone', birthday='1928-11-10', gender=2, homepage='http://www.enniomorricone.org/', place_of_birth='Rome, Italy', date_first_appearance='1961-08-05')]"
6812,1997,18519.0,Free Willy 3: The Rescue,['United States of America'],3446539.0,"['Animal Picture', 'Adventure', ""Children's/Family"", 'Family Drama', 'Coming of age', 'Drama', 'Family Film', 'Family-Oriented Adventure']","[Composer(id=2120, name='Cliff Eidelman', birthday='1964-12-05', gender=2, homepage='https://www.cliffeidelman.com/', place_of_birth='Los Angeles, California, USA', date_first_appearance='1988-10-28')]"
6813,2002,15186.0,Full Frontal,['United States of America'],3438804.0,"['Romantic comedy', 'Ensemble Film', 'Indie', 'Comedy-drama', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']","[Composer(id=141413, name='Jacques Davidovici', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='1994-02-02')]"
6814,2011,95576.0,Ninja Kids!!!,['Japan'],3436468.0,"['Japanese Movies', 'Adventure', 'Martial Arts Film', 'Drama', 'Comedy', 'Family Film', 'Action']","[Composer(id=16140, name='Yoshihiro Ike', birthday='1963-08-25', gender=2, homepage='http://www.ike-yoshihiro.com/', place_of_birth='Kanagawa Prefecture, Japan', date_first_appearance='1995-04-21')]"
6815,2011,77221.0,Black Gold,"['France', 'Qatar', 'Italy', 'Tunisia']",3435245.0,"['Drama', 'Epic']","[Composer(id=1729, name='James Horner', birthday='1953-08-14', gender=2, homepage=None, place_of_birth='Los Angeles, California, USA', date_first_appearance='1979-06-01')]"
6816,2003,11042.0,The Barbarian Invasions,"['France', 'Canada']",3432342.0,"['Drama', 'Ensemble Film', 'Comedy-drama', 'Comedy', 'Indie']","[Composer(id=67907, name='Pierre Aviat', birthday=None, gender=0, homepage='http://www.musicbyavia.com/', place_of_birth=None, date_first_appearance='2003-09-24')]"
6817,1994,43535.0,A Simple Twist of Fate,['United States of America'],3430583.0,"['Family Film', 'Family Drama', 'Drama', 'Melodrama']","[Composer(id=2120, name='Cliff Eidelman', birthday='1964-12-05', gender=2, homepage='https://www.cliffeidelman.com/', place_of_birth='Los Angeles, California, USA', date_first_appearance='1988-10-28')]"
6818,1947,16227.0,Dark Passage,['United States of America'],3430000.0,"['Thriller', 'Crime Fiction', 'Drama', 'Crime Thriller', 'Romantic drama', 'Film noir']","[Composer(id=8619, name='Franz Waxman', birthday='1906-12-24', gender=2, homepage=None, place_of_birth='Königshütte, Upper Silesia, Germany [now Chorzów, Slaskie, Poland]', date_first_appearance='1930-12-15')]"
6819,2011,74513.0,Special Forces,['France'],3424648.0,"['Action', 'Drama', 'Adventure']","[Composer(id=1327933, name='Xavier Berthelot', birthday=None, gender=2, homepage=None, place_of_birth=None, date_first_appearance='2011-11-02')]"
6820,2006,9828.0,Unknown,['United States of America'],3419456.0,"['Thriller', 'Mystery', 'Crime Fiction', 'Drama', 'Crime Thriller']","[Composer(id=59665, name='Angelo Milli', birthday='1975-05-27', gender=2, homepage=None, place_of_birth=None, date_first_appearance='2005-11-04')]"
6821,1993,65137.0,Father Hood,['United States of America'],3418141.0,"['Road movie', 'Family Drama', 'Action/Adventure', 'Comedy', 'Family Film', 'Action']",
6822,1989,59201.0,Kinjite: Forbidden Subjects,['United States of America'],3416846.0,"['Crime Fiction', 'Action/Adventure', 'Action', 'Thriller']","[Composer(id=69404, name='Greg De Belles', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='1989-02-03')]"
6823,2011,77878.0,The Lady,"['France', 'United Kingdom']",3404191.0,"['Biographical film', 'Drama', 'Political drama', 'World cinema']","[Composer(id=996, name='Éric Serra', birthday='1959-09-09', gender=2, homepage=None, place_of_birth='Saint-Mandé, Val-de-Marne, France', date_first_appearance='1985-04-10')]"
6824,1986,103960.0,Born American,"['United States of America', 'Finland']",3401376.0,"['Action Thrillers', 'Action', 'Prison', 'Escape Film']","[Composer(id=2449356, name='Richard G. Mitchell', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='1986-01-14')]"
6825,2009,57265.0,Actresses,['South Korea'],3400282.0,"['Mockumentary', 'Drama', 'World cinema']",
6826,2011,67273.0,Buck,['United States of America'],3400000.0,['Documentary'],
6827,1955,53441.0,You're Never Too Young,['United States of America'],3400000.0,"['Chase Movie', 'Crime Comedy', 'Comedy', 'Slapstick']","[Composer(id=3375, name='Walter Scharf', birthday='1910-08-01', gender=2, homepage=None, place_of_birth='Manhattan, New York City, New York, USA', date_first_appearance='1939-04-28')]"
6828,1952,30801.0,Son of Paleface,['United States of America'],3400000.0,"['Comedy Western', 'Action/Adventure', 'Western', 'Satire', 'Comedy', 'Comedy of Errors', 'Action']","[Composer(id=5184, name='Lyn Murray', birthday='1909-12-06', gender=2, homepage=None, place_of_birth='London, England, UK', date_first_appearance='1951-05-25')]"
6829,1957,15787.0,The Delicate Delinquent,['United States of America'],3400000.0,"['Parody', 'Comedy', 'Slapstick']","[Composer(id=935070, name='Buddy Bregman', birthday='1930-07-09', gender=2, homepage=None, place_of_birth='Chicago, Illinois, USA', date_first_appearance='1955-04-15')]"
6830,1974,29805.0,Juggernaut,['United Kingdom'],3400000.0,"['Disaster', 'Thriller', 'Action', 'Crime Thriller', 'Action/Adventure']",
6831,2005,67.0,Paradise Now,"['Palestinian territories', 'France', 'Mandatory Palestine', 'Israel', 'Germany', 'Netherlands']",3395627.0,"['Crime Fiction', 'Thriller', 'Social problem film', 'World cinema', 'Drama', 'Political drama']","[Composer(id=767, name='Jina Sumedi', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='2005-09-07')]"
6832,1985,41625.0,Head Office,['United States of America'],3393807.0,"['Parody', 'Comedy']","[Composer(id=1213, name='James Newton Howard', birthday='1951-06-09', gender=2, homepage=None, place_of_birth='Los Angeles, California, USA', date_first_appearance='1985-06-06'), Composer(id=15445, name='Alan Howarth', birthday=None, gender=2, homepage=None, place_of_birth=None, date_first_appearance='1981-05-23')]"
6833,2009,52413.0,A Blood Pledge,['South Korea'],3392086.0,"['Horror', 'Drama', 'World cinema']",
6834,1997,20457.0,The MatchMaker,"['United States of America', 'Ireland', 'United Kingdom']",3392080.0,"['Romantic comedy', 'Romance Film', 'Indie', 'Comedy']","[Composer(id=32347, name='John Altman', birthday='1949-12-05', gender=2, homepage=None, place_of_birth='London, England, UK', date_first_appearance='1991-10-02')]"
6835,1987,57240.0,Big Shots,['United States of America'],3390043.0,"['Action', 'Comedy']",
6836,2009,52178.0,Pains of Autumn,['Turkey'],3388636.0,['Drama'],
6837,1998,41469.0,Next Stop Wonderland,['United States of America'],3386698.0,"['Romantic comedy', 'Indie', 'Comedy-drama', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']","[Composer(id=147865, name='Claudio Ragazzi', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='1996-12-31')]"
6838,2007,8141.0,You Kill Me,['United States of America'],3382515.0,"['Crime Fiction', 'Crime Comedy', 'Gangster Film', 'Action/Adventure', 'Comedy', 'Black comedy', 'Action']","[Composer(id=55177, name='Marcelo Zarvos', birthday='1969-01-01', gender=2, homepage='http://zarvos.com/', place_of_birth='São Paulo, São Paulo, Brazil', date_first_appearance='2001-11-01')]"
6839,2012,160070.0,Apartment 1303 3D,['United States of America'],3377891.0,['Horror'],
6840,2005,11763.0,Bunty Aur Babli,['India'],3370142.0,"['World cinema', 'Romance Film', 'Musical', 'Bollywood', 'Comedy']",
6841,2002,57022.0,Sunshine State,['United States of America'],3369654.0,"['Ensemble Film', 'Social problem film', 'Indie', 'Americana', 'Drama', 'Comedy']","[Composer(id=20836, name='Mason Daring', birthday='1949-09-21', gender=2, homepage=None, place_of_birth=None, date_first_appearance='1980-04-11')]"
6842,1987,11879.0,Near Dark,['United States of America'],3369307.0,"['Cult', 'Western', 'Horror', 'Teen']","[Composer(id=2214, name='Paul Haslinger', birthday='1962-12-11', gender=2, homepage='http://www.haslinger.com', place_of_birth='Linz, Upper Austria, Austria', date_first_appearance='1987-05-14'), Composer(id=47927, name='Christopher Franke', birthday='1953-04-06', gender=2, homepage='http://www.christopherfranke.com/', place_of_birth='Berlin, Germany', date_first_appearance='1977-06-24'), Composer(id=69600, name='Edgar Froese', birthday='1944-06-06', gender=2, homepage=None, place_of_birth='Tilsit, East Prussia, Germany', date_first_appearance='1977-06-24')]"
6843,2004,15483.0,The Card Player,['Italy'],3368452.0,"['Thriller', 'Giallo', 'Horror', 'Slasher']","[Composer(id=15055, name='Claudio Simonetti', birthday='1952-02-19', gender=2, homepage=None, place_of_birth='São Carlos, São Paulo, Brazil', date_first_appearance='1975-03-07')]"
6844,2006,32152.0,APT,['South Korea'],3362511.0,"['Horror', 'Psychological thriller']",
6845,2003,56031.0,Cat And Mouse,['Hong Kong'],3361884.0,"['Romantic comedy', 'World cinema', 'Action/Adventure', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film', 'Chinese Movies']","[Composer(id=21903, name='Comfort Chan Kwong-Wing', birthday='1967-06-15', gender=2, homepage=None, place_of_birth='Hong Kong, British Crown Colony [now China]', date_first_appearance='1995-06-09'), Composer(id=67260, name='Ken Chan Ka-Yip', birthday=None, gender=2, homepage=None, place_of_birth=None, date_first_appearance='2002-11-15')]"
6846,1985,32147.0,Starchaser: The Legend of Orin,"['United States of America', 'South Korea']",3360800.0,"['Science Fiction', 'Family Film', 'Adventure', 'Animation']",
6847,1956,127564.0,The Last Hunt,['United States of America'],3360000.0,['Western'],
6848,1994,57834.0,Blue Sky,['United States of America'],3359465.0,"['Romantic drama', 'Period piece', 'Marriage Drama', 'Drama', 'Romance Film']","[Composer(id=7066, name='Jack Nitzsche', birthday='1937-04-22', gender=2, homepage=None, place_of_birth='Chicago, Illinois, USA', date_first_appearance='1965-10-20')]"
6849,1950,43390.0,Summer Stock,['United States of America'],3357000.0,['Musical'],"[Composer(id=554823, name='Conrad Salinger', birthday='1901-08-30', gender=2, homepage=None, place_of_birth='Brookline, Massachusetts, USA', date_first_appearance='1947-12-04')]"
6850,2012,103758.0,Reality,"['France', 'Italy']",3350996.0,"['Comedy film', 'Drama']",
6851,1950,23325.0,At War With The Army,['United States of America'],3350000.0,"['Comedy', 'Slapstick']","[Composer(id=120030, name='Joseph J. Lilley', birthday='1913-08-16', gender=2, homepage=None, place_of_birth='Providence, Rhode Island, USA', date_first_appearance='1947-08-29')]"
6852,2004,36046.0,The Work and The Glory,['United States of America'],3347647.0,"['Romantic drama', 'Romance Film', 'Historical fiction', 'Drama', 'Period piece']","[Composer(id=229000, name='Sam Cardon', birthday=None, gender=0, homepage='http://samcardon.mysyte.us/', place_of_birth=None, date_first_appearance='1989-01-01')]"
6853,1992,10412.0,Romper Stomper,"['Australia', 'New Zealand']",3340374.0,"['Crime Fiction', 'World cinema', 'Psychological thriller', 'Drama', 'Action', 'Teen']","[Composer(id=65029, name='John Clifford White', birthday=None, gender=2, homepage=None, place_of_birth=None, date_first_appearance='1992-03-05')]"
6854,1994,65158.0,Squanto: A Warrior's Tale,['United States of America'],3337685.0,"['Family Drama', 'Adventure', 'Historical fiction', 'Docudrama', 'Drama', 'Family Film']","[Composer(id=49285, name='Joel McNeely', birthday='1959-03-28', gender=2, homepage='http://www.joelmcneely.com/', place_of_birth='Madison, Wisconsin, USA', date_first_appearance='1987-09-25')]"
6855,2009,54457.0,The Case of Itaewon Homicide,['South Korea'],3337582.0,"['Crime Fiction', 'Mystery', 'Thriller']",
6856,1993,31503.0,My Boyfriend's Back,['United States of America'],3335984.0,"['Romantic comedy', 'Horror', 'Comedy', 'Zombie Film', 'Romance Film', 'Teen']",
6857,1985,24585.0,Fraternity Vacation,['United States of America'],3333306.0,"['Romantic comedy', 'Romance Film', 'Sex comedy', 'Teen', 'Comedy']",
6858,1988,11709.0,Camille Claudel,['France'],3331297.0,"['Art film', 'World cinema', 'Period piece', 'Drama', 'Biopic [feature]', 'Romantic drama', 'Romance Film', 'Biographical film', 'Historical drama']","[Composer(id=5488, name='Gabriel Yared', birthday='1949-10-07', gender=2, homepage='https://www.gabrielyared.com', place_of_birth='Beirut, Lebanon', date_first_appearance='1980-09-08')]"
6859,1997,33657.0,A Smile Like Yours,['United States of America'],3330352.0,"['Romantic comedy', 'Romance Film', 'Comedy']","[Composer(id=11166, name='William Ross', birthday='1948-07-20', gender=2, homepage=None, place_of_birth='U.S.', date_first_appearance='1993-11-05')]"
6860,1996,23945.0,Carpool,['United States of America'],3325651.0,"['Family Film', 'Comedy']","[Composer(id=4500, name='John Debney', birthday='1956-08-18', gender=2, homepage=None, place_of_birth='Glendale, California, USA', date_first_appearance='1984-01-01')]"
6861,2010,44982.0,13,['United States of America'],3317662.0,"['Thriller', 'Drama']","[Composer(id=7836, name='Alexander Bubenheim', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='2001-03-07')]"
6862,2001,10615.0,Pootie Tang,['United States of America'],3313583.0,"['Parody', 'Action Comedy', 'Musical', 'Action/Adventure', 'Blaxploitation', 'Martial Arts Film', 'Comedy', 'Action']","[Composer(id=57778, name='Quincy Jones III', birthday='1968-12-23', gender=2, homepage=None, place_of_birth='London, England, UK', date_first_appearance='1993-05-26')]"
6863,1998,8056.0,Train of Life,"['France', 'Belgium', 'Romania']",3311162.0,"['Tragicomedy', 'Romance Film', 'Comedy-drama', 'Comedy', 'War film']","[Composer(id=53908, name='Goran Bregović', birthday='1950-03-02', gender=2, homepage=None, place_of_birth='Sarajevo, Bosnia and Herzegovina, Yugoslavia [now Sarajevo, Bosnia and Herzegovina]', date_first_appearance='1988-12-21')]"
6864,2006,9786.0,Art School Confidential,['United States of America'],3306629.0,"['LGBT', 'Indie', 'Action/Adventure', 'Satire', 'Drama', 'Comedy', 'Film adaptation', 'Black comedy']","[Composer(id=25143, name='David Kitay', birthday='1961-10-23', gender=2, homepage=None, place_of_birth='Los Angeles, California, USA', date_first_appearance='1986-09-01')]"
6865,1947,175386.0,Cheyenne,['United States of America'],3303000.0,['Western'],"[Composer(id=3249, name='Max Steiner', birthday='1888-05-10', gender=2, homepage=None, place_of_birth='Vienna, Austria-Hungary [now Austria]', date_first_appearance='1929-09-14')]"
6866,1984,81.0,Nausicaä of the Valley of the Wind,['Japan'],3301446.0,"['Science Fiction', 'Japanese Movies', 'Adventure', 'Animation', 'Anime', 'Fantasy', 'Action']","[Composer(id=636, name='Joe Hisaishi', birthday='1950-12-06', gender=2, homepage='http://joehisaishi.com/', place_of_birth='Nagano, Japan', date_first_appearance='1984-03-11')]"
6867,2012,129358.0,Mayamohini,['India'],3300000.0,"['Comedy film', 'Drama']",
6868,1955,18264.0,The Man from Laramie,['United States of America'],3300000.0,"['Action/Adventure', 'Western']","[Composer(id=16748, name='George Duning', birthday='1908-02-25', gender=2, homepage=None, place_of_birth='Richmond, Indiana, USA', date_first_appearance='1944-10-05')]"
6869,1956,43259.0,Hollywood Or Bust,['United States of America'],3300000.0,"['Road movie', 'Buddy film', 'Comedy']","[Composer(id=3375, name='Walter Scharf', birthday='1910-08-01', gender=2, homepage=None, place_of_birth='Manhattan, New York City, New York, USA', date_first_appearance='1939-04-28')]"
6870,1953,632.0,Stalag 17,['United States of America'],3300000.0,"['Ensemble Film', 'Comedy-drama', 'Black-and-white', 'Drama', 'Comedy', 'War film']","[Composer(id=8619, name='Franz Waxman', birthday='1906-12-24', gender=2, homepage=None, place_of_birth='Königshütte, Upper Silesia, Germany [now Chorzów, Slaskie, Poland]', date_first_appearance='1930-12-15')]"
6871,1946,1585.0,It's a Wonderful Life,['United States of America'],3300000.0,"['Drama', 'Family Film', 'Fantasy']","[Composer(id=4082, name='Dimitri Tiomkin', birthday='1894-05-10', gender=2, homepage='http://www.dimitritiomkin.com', place_of_birth='Kremenchuk, Poltava Governorate, Russian Empire [now Ukraine]', date_first_appearance='1933-12-18')]"
6872,1957,37596.0,Boy on a Dolphin,['United States of America'],3300000.0,"['Romance Film', 'Drama', 'Adventure']","[Composer(id=13571, name='Hugo Friedhofer', birthday='1901-05-03', gender=2, homepage=None, place_of_birth='San Francisco, California, USA', date_first_appearance='1930-11-23')]"
6873,1929,86360.0,Sunny Side Up,['United States of America'],3300000.0,"['Musical', 'Pre-Code', 'Romance Film', 'Black-and-white', 'Comedy']",
6874,1948,30665.0,Tap Roots,['United States of America'],3293658.0,"['Romance Film', 'Action', 'Drama']","[Composer(id=30104, name='Frank Skinner', birthday='1897-12-31', gender=2, homepage=None, place_of_birth='Meredosia, Illinois, USA', date_first_appearance='1938-06-03')]"
6875,1981,21874.0,Looker,['United States of America'],3282232.0,"['Thriller', 'Science Fiction', 'Future noir', 'Computer Animation', 'Psychological thriller', 'Crime Thriller']","[Composer(id=29707, name='Barry De Vorzon', birthday=None, gender=2, homepage=None, place_of_birth=None, date_first_appearance='1973-07-20')]"
6876,1993,15797.0,Only the Strong,['United States of America'],3273588.0,"['Action/Adventure', 'Crime Fiction', 'Action', 'Martial Arts Film']","[Composer(id=1275373, name='Harvey Mason', birthday='1947-02-22', gender=2, homepage='https://www.harveymason.net/harvey-mason.html', place_of_birth='Atlantic City, New Jersey, U.S.', date_first_appearance='1993-08-27')]"
6877,2003,1550.0,Pieces of April,['United States of America'],3272028.0,"['Indie', 'Comedy-drama', 'Holiday Film', 'Drama', 'Comedy', 'Domestic Comedy']","[Composer(id=1478995, name='Stephin Merritt', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='2003-10-17')]"
6878,1930,143.0,All Quiet on the Western Front,['United States of America'],3270000.0,"['War film', 'Black-and-white', 'Drama', 'Film adaptation', 'Pre-Code', 'Action']",
6879,1929,79761.0,The Iron Mask,['United States of America'],3270000.0,"['Swashbuckler films', 'Silent film', 'Adventure', 'History', 'Black-and-white', 'Action/Adventure', 'Drama', 'Costume drama', 'Romantic drama', 'Romance Film', 'Action']",
6880,2006,14219.0,Skinwalkers,"['United States of America', 'Canada', 'Germany']",3269736.0,"['Thriller', 'Fantasy', 'Action', 'Horror']","[Composer(id=70789, name='Andrew Lockington', birthday='1974-01-31', gender=2, homepage=None, place_of_birth='Burlington, Ontario, Canada', date_first_appearance='2002-09-07')]"
6881,2011,78206.0,Chicken with Plums,"['France', 'Belgium', 'Germany']",3265941.0,['Drama'],"[Composer(id=20713, name='Olivier Bernet', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='2007-06-27')]"
6882,1997,10217.0,The Sweet Hereafter,['Canada'],3263585.0,"['Ensemble Film', 'Indie', 'Drama', 'Film adaptation', 'Disaster', 'Courtroom Drama']","[Composer(id=5359, name='Mychael Danna', birthday='1958-09-20', gender=2, homepage=None, place_of_birth='Winnipeg, Canada', date_first_appearance='1987-09-09')]"
6883,1987,39045.0,Pinocchio and the Emperor of the Night,['United States of America'],3261638.0,"['Adventure', ""Children's/Family"", 'Fairy tale', 'Animation', 'Fantasy', ""Children's Fantasy""]","[Composer(id=28155, name='Anthony Marinelli', birthday='1959-03-19', gender=2, homepage=None, place_of_birth='Los Angeles, California, USA', date_first_appearance='1987-08-06'), Composer(id=53558, name='Brian Banks', birthday='1955-10-21', gender=2, homepage=None, place_of_birth=None, date_first_appearance='1987-08-06')]"
6884,2009,36419.0,After.Life,['United States of America'],3260454.0,"['Thriller', 'Mystery', 'Drama', 'Horror', 'Psychological thriller']",
6885,1981,76397.0,Zoot Suit,['United States of America'],3256082.0,"['Crime Fiction', 'Musical', 'Drama', 'Period piece']",
6886,2004,19016.0,Clifford's Really Big Movie,['United States of America'],3255426.0,"['Family Film', ""Children's/Family"", 'Adventure', 'Family-Oriented Adventure', 'Animation']",
6887,1990,18311.0,Days of Being Wild,['Hong Kong'],3255404.0,"['Ensemble Film', 'World cinema', 'Drama', 'Romantic drama', 'Romance Film', 'Chinese Movies']","[Composer(id=2156036, name='Terry Chan', birthday=None, gender=2, homepage=None, place_of_birth='China', date_first_appearance='1990-12-15')]"
6888,2009,22447.0,Is Anybody There?,['United Kingdom'],3252671.0,"['Thriller', 'Crime Fiction', 'Indie', 'Period piece', 'Drama', 'Crime Thriller']",
6889,1939,42852.0,"Goodbye, Mr. Chips",['United Kingdom'],3252000.0,"['Drama', 'Black-and-white']","[Composer(id=37467, name='Richard Addinsell', birthday='1904-01-13', gender=2, homepage=None, place_of_birth=None, date_first_appearance='1937-01-05')]"
6890,1946,44100.0,Tomorrow is Forever,['United States of America'],3250000.0,"['Melodrama', 'Drama', 'Film noir', 'Black-and-white']","[Composer(id=3249, name='Max Steiner', birthday='1888-05-10', gender=2, homepage=None, place_of_birth='Vienna, Austria-Hungary [now Austria]', date_first_appearance='1929-09-14')]"
6891,1954,34689.0,The Barefoot Contessa,"['United States of America', 'Italy']",3250000.0,"['Crime Fiction', 'Melodrama', 'Mystery', 'Drama', 'Romantic drama', 'Romance Film']","[Composer(id=33216, name='Mario Nascimbene', birthday='1913-11-28', gender=2, homepage=None, place_of_birth='Milan, Lombardy, Italy', date_first_appearance='1942-02-12')]"
6892,1952,65787.0,With a Song in My Heart,['United States of America'],3250000.0,"['Musical', 'Drama', 'Musical Drama', 'Biopic [feature]']","[Composer(id=8503, name='Alfred Newman', birthday='1901-03-17', gender=2, homepage=None, place_of_birth='New Haven, Connecticut, USA', date_first_appearance='1931-01-04')]"
6893,1954,43329.0,Apache,['United States of America'],3250000.0,"['Action/Adventure', 'Revisionist Western', 'Western', 'Action', 'Indian Western']","[Composer(id=18593, name='David Raksin', birthday='1912-08-04', gender=2, homepage=None, place_of_birth='Philadelphia, Pennsylvania, USA', date_first_appearance='1937-01-17')]"
6894,1946,27033.0,The Strange Love of Martha Ivers,['United States of America'],3250000.0,"['Crime Fiction', 'Melodrama', 'Crime Drama', 'Black-and-white', 'Drama', 'Film noir']","[Composer(id=7647, name='Miklós Rózsa', birthday='1907-04-18', gender=2, homepage=None, place_of_birth='Budapest, Austria-Hungary [now Hungary]', date_first_appearance='1937-04-22')]"
6895,2008,19623.0,Drona,['India'],3250000.0,"['Action/Adventure', 'Musical', 'Bollywood', 'World cinema', 'Superhero movie']",
6896,2005,9993.0,Little Fish,['Australia'],3248506.0,"['Thriller', 'Crime Fiction', 'Indie', 'World cinema', 'Family Drama', 'Drama']","[Composer(id=2863, name='Nathan Larson', birthday='1970-09-12', gender=2, homepage=None, place_of_birth=None, date_first_appearance='1999-09-02')]"
6897,1993,20339.0,Splitting Heirs,"['United States of America', 'United Kingdom']",3246063.0,"['Black comedy', 'Comedy of Errors', 'Comedy', 'Indie']","[Composer(id=7714, name='Michael Kamen', birthday='1948-04-15', gender=2, homepage='http://www.michaelkamen.com/', place_of_birth='New York City, New York, USA', date_first_appearance='1977-06-01')]"
6898,2007,13074.0,Resurrecting the Champ,['United States of America'],3242427.0,"['Sports', 'Inspirational Drama', 'Drama', 'Boxing']","[Composer(id=37038, name='Larry Groupé', birthday=None, gender=2, homepage=None, place_of_birth=None, date_first_appearance='1998-09-13')]"
6899,1995,47018.0,Carrington,"['France', 'United States of America', 'United Kingdom']",3242342.0,"['LGBT', 'Biography', 'Indie', 'Period piece', 'Drama', 'Biopic [feature]', 'Romantic drama', 'Biographical film', 'Romance Film']",
6900,1964,15766.0,"Ghidorah, the Three-Headed Monster",['Japan'],3237880.0,"['Science Fiction', 'Horror', 'World cinema', 'Cult', 'Fantasy', 'Monster', 'Japanese Movies']","[Composer(id=425396, name='Akira Ifukube', birthday='1914-05-31', gender=2, homepage=None, place_of_birth='Kushiro, Hokkaidō, Japan', date_first_appearance='1947-08-05')]"
6901,2011,82951.0,Champ,['South Korea'],3232193.0,['Drama'],"[Composer(id=64886, name='Lee Dong-jun', birthday='1967-02-05', gender=2, homepage=None, place_of_birth=None, date_first_appearance='1996-02-17')]"
6902,1968,31681.0,Hell in the Pacific,['United States of America'],3230000.0,"['Drama', 'War film']","[Composer(id=9217, name='Lalo Schifrin', birthday='1932-06-21', gender=2, homepage=None, place_of_birth='Buenos Aires, Argentina', date_first_appearance='1958-10-23')]"
6903,1948,43449.0,Romance on the High Seas,['United States of America'],3225000.0,"['Romantic comedy', 'Romance Film', 'Musical', 'Comedy', 'Musical comedy']","[Composer(id=146672, name='Jule Styne', birthday='1905-12-31', gender=2, homepage=None, place_of_birth='London, England', date_first_appearance='1946-03-09')]"
6904,1949,15497.0,Twelve O'Clock High,['United States of America'],3225000.0,"['Action/Adventure', 'Combat Films', 'Action', 'Black-and-white', 'War film']","[Composer(id=8503, name='Alfred Newman', birthday='1901-03-17', gender=2, homepage=None, place_of_birth='New Haven, Connecticut, USA', date_first_appearance='1931-01-04')]"
6905,1977,31718.0,"Race for Your Life, Charlie Brown",['United States of America'],3223888.0,"[""Children's"", ""Children's/Family""]",
6906,1987,10937.0,Barfly,['United States of America'],3221568.0,"['Indie', 'Drama', 'Romantic drama', 'Black comedy', 'Biographical film', 'Romance Film']","[Composer(id=58154, name='Jack Baran', birthday=None, gender=2, homepage=None, place_of_birth=None, date_first_appearance='1987-09-02')]"
6907,2000,29076.0,Gun Shy,['United States of America'],3221280.0,"['Crime Fiction', 'Romantic comedy', 'Gangster Film', 'Action/Adventure', 'Comedy', 'Romance Film', 'Action']",
6908,1998,473.0,Pi,['United States of America'],3221152.0,"['Thriller', 'Science Fiction', 'Surrealism', 'Experimental film', 'Psychological thriller', 'Drama', 'Avant-garde']","[Composer(id=6377, name='Clint Mansell', birthday='1963-01-07', gender=2, homepage=None, place_of_birth='Coventry, West Midlands, England, UK', date_first_appearance='1998-07-10')]"
6909,1981,67605.0,Naseeb,['India'],3220000.0,"['Musical', 'Drama', 'Bollywood', 'World cinema']",
6910,2006,62616.0,Alive,['Russia'],3214998.0,"['Fantasy', 'Drama', 'Mystery']","[Composer(id=2016387, name='Alexey Zubarev', birthday='1959-04-17', gender=2, homepage=None, place_of_birth='Leningrad, USSR (St. Petersburg, Russia)', date_first_appearance='2003-01-22')]"
6911,1987,144.0,Wings of Desire,"['France', 'West Germany']",3210139.0,"['World cinema', 'Fantasy', 'Drama', 'Romantic drama', 'Romance Film', 'Romantic fantasy']","[Composer(id=2308, name='Jürgen Knieper', birthday='1941-03-14', gender=2, homepage=None, place_of_birth='Karlsruhe, Germany', date_first_appearance='1973-03-13')]"
6912,2003,11647.0,Infernal Affairs II,"['Singapore', 'Hong Kong']",3208262.0,"['Action/Adventure', 'Crime Fiction', 'Chinese Movies', 'World cinema', 'Crime Thriller']","[Composer(id=21903, name='Comfort Chan Kwong-Wing', birthday='1967-06-15', gender=2, homepage=None, place_of_birth='Hong Kong, British Crown Colony [now China]', date_first_appearance='1995-06-09')]"
6913,1992,103299.0,Traces of Red,['United States of America'],3206713.0,"['Thriller', 'Crime Fiction', 'Action/Adventure', 'Drama', 'Crime Thriller', 'Action']",
6914,1949,121074.0,Any Number Can Play,['United States of America'],3205000.0,['Drama'],"[Composer(id=95665, name='Lennie Hayton', birthday='1908-02-13', gender=2, homepage=None, place_of_birth='New York City, New York, USA', date_first_appearance='1941-05-23')]"
